id;title;origin_title;description;year;tags;kinopoisk;imdb;torrent_link;full_text;src_small;src;src_big;src_xbig;src_xxbig;src_xxxbig;video 
258;Выратаванне Тэрмінатара;Terminator Salvation;"2018 год. У свеце наступіла вайна з машынамі. Джон Конар - чалавек, чый лёс - узначаліць Супраціў электроннаму мозгу ""Скайнэт"" і арміі тэрмінатараў. Але ў будучыню, з верай у якое ён вернуты, укліньваецца таямнічы Маркус Райт: незнаёмец, чые апошнія ўспаміны малююць камеру смяротнікаў.";2009;#беларускіясубтытры, #трылер, #баявік, #фантастыка;https://www.kinopoisk.ru/film/terminator-da-pridyot-spasitel-2009-160932/;http://www.imdb.com/title/tt0438488/;https://baravik.org/topic/1791/;"Выратаванне Тэрмінатара | Terminator Salvation | 2009 <br> <br>#беларускіясубтытры@kinakipa <br> <br>2018 год. У свеце наступіла вайна з машынамі. Джон Конар - чалавек, чый лёс - узначаліць Супраціў электроннаму мозгу ""Скайнэт"" і арміі тэрмінатараў. Але ў будучыню, з верай у якое ён вернуты, укліньваецца таямнічы Маркус Райт: незнаёмец, чые апошнія ўспаміны малююць камеру смяротнікаў. <br> <br>Конар павінен зразумець, хто такі Маркус і з якой мэтай завітаў да людзей. І на фоне падрыхтоўкі ""Скайнэт"" вырашальнага ўдару, Конар і Райт адпраўляюцца ў падарожжа, якое прыводзіць іх у асяродак збунтаванай аперацыйнай сістэмы, дзе адкрываецца жудасная таямніца таго, што хаваецца за патэнцыйным знішчэннем чалавецтва. <br> <br>Пераклад і субтытры: [id95250730|Цімафей Каліноўскі]. <br> <br>Беларуская агучка: няма <br>Беларускія субцітры: https://baravik.org/topic/1791/<br> <br>IMDb: http://www.imdb.com/title/tt0438488/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/terminator_4 <br>Kinopoisk: https://www.kinopoisk.ru/film/terminator-da-pridyot-spasitel-2009-160932/ <br> <br>#трылер@kinakipa #баявік@kinakipa #фантастыка@kinakipa";https://pp.userapi.com/c841431/v841431880/39009/7jVQN4BvQto.jpg;https://pp.userapi.com/c841431/v841431880/3900a/G7ts_DSbGVE.jpg;https://pp.userapi.com/c841431/v841431880/3900b/PZMgf7iNwoA.jpg;https://pp.userapi.com/c841431/v841431880/3900c/POai82w5XgM.jpg;https://pp.userapi.com/c841431/v841431880/3900d/ZbsThwJd9oE.jpg;https://pp.userapi.com/c841431/v841431880/3900e/dMePWp2HP7A.jpg;
259;Тэрмінатар 3: Паўстанне машынаў;Terminator 3: Rise of the Machines;Мінула дзесяць гадоў з таго часу, як Джон Конар дапамог прадухіліць Судны Дзень і выратаваць чалавецтва ад масавага знішчэння. Цяпер яму 25, у яго няма дома, няма крэдытных карт, няма сотавага тэлефона і ніякай працы.;2003;#беларускіясубтытры, #трылер, #баявік, #фантастыка;https://www.kinopoisk.ru/film/terminator-3-vosstanie-mashin-2003-319/;http://www.imdb.com/title/tt0181852/;https://baravik.org/topic/1791/;"Тэрмінатар 3: Паўстанне машынаў | Terminator 3: Rise of the Machines | 2003<br><br>#беларускіясубтытры@kinakipa <br><br>Мінула дзесяць гадоў з таго часу, як Джон Конар дапамог прадухіліць Судны Дзень і выратаваць чалавецтва ад масавага знішчэння. Цяпер яму 25, у яго няма дома, няма крэдытных карт, няма сотавага тэлефона і ніякай працы. <br> <br>Ягонае існаванне нідзе не зарэгістравана. Ён не можа быць прасочаны сістэмай ""Скайнэт"" - высокаразвітай сеткай машынаў, якія калісьці паспрабавалі забіць яго і развязаць вайну супраць чалавецтва. Пакуль з ценяў будучыні не з'яўляецца T-X - самы складаны кібарг-забойца ""Скайнэт"".<br><br>Пераклад і субтытры: [id95250730|Цімафей Каліноўскі].<br><br>Беларуская агучка: няма <br>Беларускія субцітры: https://baravik.org/topic/1791/<br> <br>IMDb: http://www.imdb.com/title/tt0181852/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/terminator_3_rise_of_the_machines <br>Kinopoisk: https://www.kinopoisk.ru/film/terminator-3-vosstanie-mashin-2003-319/ <br> <br>#трылер@kinakipa #баявік@kinakipa #фантастыка@kinakipa";https://pp.userapi.com/c639817/v639817619/608b2/bc7ZFgPhC8o.jpg;https://pp.userapi.com/c639817/v639817619/608b3/XLSvuEqjQnA.jpg;https://pp.userapi.com/c639817/v639817619/608b4/U3ODiN7OeJE.jpg;https://pp.userapi.com/c639817/v639817619/608b5/_NEUOh-u4ks.jpg;https://pp.userapi.com/c639817/v639817619/608b6/HoAV81yKvzU.jpg;https://pp.userapi.com/c639817/v639817619/608b7/4TLodHVBbOo.jpg;
260;Тэрмінатар 2: Судны дзень;Terminator 2: Judgment Day;Прайшло больш за дзесяць гадоў з таго часу, як кібарг-тэрмінатар з 2029 года спрабаваў знішчыць Сару Конар - жанчыну, чый будучы сын выйграе вайну чалавецтва супраць машын.;1991;#беларускіясубтытры, #трылер, #баявік, #фантастыка;https://www.kinopoisk.ru/film/terminator-2-sudnyy-den-1991-444/;http://www.imdb.com/title/tt0103064/;https://baravik.org/topic/1791/;Тэрмінатар 2: Судны дзень | Terminator 2: Judgment Day | 1991<br><br>#беларускіясубтытры@kinakipa<br><br>Прайшло больш за дзесяць гадоў з таго часу, як кібарг-тэрмінатар з 2029 года спрабаваў знішчыць Сару Конар - жанчыну, чый будучы сын выйграе вайну чалавецтва супраць машын. <br> <br>Цяпер у Сары нарадзіўся сын Джон і час, калі ён павядзе людзей за сабой на барацьбу з машынамі, набліжаецца. Менавіта ў гэты момант з постапакаліптычнай будучыні прыбывае новы тэрмінатар - практычна непаражальны і здольны прымаць любое аблічча. Мэтай новага тэрмінатара з'яўляецца знішчэнне не Сары, а маладога Джона Конара.<br><br>Беларуская агучка: няма <br>Беларускія субцітры: <br>BDRip: https://baravik.org/topic/1791/<br> <br>IMDb: http://www.imdb.com/title/tt0103064/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/terminator_2_judgment_day/ <br>Kinopoisk: https://www.kinopoisk.ru/film/terminator-2-sudnyy-den-1991-444/ <br> <br>#трылер@kinakipa #баявік@kinakipa #фантастыка@kinakipa;https://pp.userapi.com/c840724/v840724793/777/uZrY1ZGk_A8.jpg;https://pp.userapi.com/c840724/v840724793/778/5L2AyxKdi80.jpg;https://pp.userapi.com/c840724/v840724793/779/CUxCqRyv6_M.jpg;https://pp.userapi.com/c840724/v840724793/77a/IkWjsqjifkg.jpg;https://pp.userapi.com/c840724/v840724793/77b/GH9bOwlCNhM.jpg;https://pp.userapi.com/c840724/v840724793/77c/lkdKzkl4Sn4.jpg;
261;Тэрмінатар;The Terminator;У 2029 годзе, у разгар вайны паміж людзьмі і робатамі, машыны-забойцы з дапамогай суперкамп'ютара «Скайнэт» адправілі ў мінулае, у 1984 год, кібарга-тэрмінатара, які павінен быў забіць жанчыну Сару Конар, каб не з'явіўся на свет ейны сын , які ўзначаліў у будучыні паўстанне супраць робатаў. Услед за кібаргам ў 1984 год адправіўся і Кайл Рыз, задача якога - спыніць тэрмінатара любым коштам.;1984;#kinakipa_субцітры, #kinakipa_трылер, #kinakipa_баявік, #kinakipa_фантастыка;https://www.kinopoisk.ru/film/terminator-1984-507/;http://www.imdb.com/title/tt0088247/;https://baravik.org/topic/1791/;Тэрмінатар | The Terminator | 1984<br><br>#kinakipa_субцітры<br><br>У 2029 годзе, у разгар вайны паміж людзьмі і робатамі, машыны-забойцы з дапамогай суперкамп'ютара «Скайнэт» адправілі ў мінулае, у 1984 год, кібарга-тэрмінатара, які павінен быў забіць жанчыну Сару Конар, каб не з'явіўся на свет ейны сын , які ўзначаліў у будучыні паўстанне супраць робатаў. Услед за кібаргам ў 1984 год адправіўся і Кайл Рыз, задача якога - спыніць тэрмінатара любым коштам. <br> <br>Беларуская агучка: няма <br>Беларускія субцітры: <br>BDRip: https://baravik.org/topic/1791/<br> <br>IMDb: http://www.imdb.com/title/tt0088247/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/terminator <br>Kinopoisk: https://www.kinopoisk.ru/film/terminator-1984-507/ <br><br>#kinakipa_трылер #kinakipa_баявік #kinakipa_фантастыка;https://pp.userapi.com/c840724/v840724793/76d/N9FG2TSLvWE.jpg;https://pp.userapi.com/c840724/v840724793/76e/1k48MTiotjo.jpg;https://pp.userapi.com/c840724/v840724793/76f/Vrot6NzWHqY.jpg;https://pp.userapi.com/c840724/v840724793/770/Q8VG3PcA4fA.jpg;https://pp.userapi.com/c840724/v840724793/771/H0y3eLz2tx4.jpg;https://pp.userapi.com/c840724/v840724793/772/LnlYujUV1Xo.jpg;
262;Капітан Фантастык;Captain Fantastic;Яны размаўляюць на некалькіх мовах, ведаюць квантавую фізіку і разбіраюцца ў філасофіі. Яны ўмеюць паляваць і абыходзіцца са зброяй. Яны жывуць у лесе ў поўнай гармоніі з прыродай. Толькі збег абставінаў прымушае іх пакінуць родны дом і адправіцца ў вялікі горад. Што будзе, калі яны сутыкнуцца з цывілізацыяй, калі на іх абрынецца першае каханне і свет гаджэтаў і сацыяльных сетак?;2016;#драма, #меладрама, #камедыя, #беларускаяагучка, #беларускіясубтытры;https://www.kinopoisk.ru/film/841147/;http://www.imdb.com/title/tt3553976/;https://baravik.org/topic/1673/, https://baravik.org/topic/1642/;Капітан Фантастык | Captain Fantastic | 2016 <br> <br>Яны размаўляюць на некалькіх мовах, ведаюць квантавую фізіку і разбіраюцца ў філасофіі. Яны ўмеюць паляваць і абыходзіцца са зброяй. Яны жывуць у лесе ў поўнай гармоніі з прыродай. Толькі збег абставінаў прымушае іх пакінуць родны дом і адправіцца ў вялікі горад. Што будзе, калі яны сутыкнуцца з цывілізацыяй, калі на іх абрынецца першае каханне і свет гаджэтаў і сацыяльных сетак?<br><br>Глядзець анлайн: https://my.mail.ru/mail/gavarun_by/video/_myvideo/30.html<br>Беларуская агучка: <br>BDRip: https://baravik.org/topic/1673/ (DVO) <br>720p: https://baravik.org/topic/1642/ (DVO) <br>Беларускія субцітры: ёсць <br> <br>Фільм агучаны суполкай [club137358267|Gavarun_by]. <br>Пераклад і субцітры: [id95250730|Цімафей Каліноўскі]. <br> <br>IMDb: http://www.imdb.com/title/tt3553976/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/captain_fantastic/ <br>Kinopoisk: https://www.kinopoisk.ru/film/841147/<br><br>#драма@kinakipa #меладрама@kinakipa #камедыя@kinakipa #беларускаяагучка@kinakipa #беларускіясубтытры@kinakipa;https://pp.userapi.com/c840324/v840324846/1f3b6/jjZO8Dve5ZQ.jpg;https://pp.userapi.com/c840324/v840324846/1f3b7/8wOdZmh8nzU.jpg;https://pp.userapi.com/c840324/v840324846/1f3b8/O3cE3IcQeQs.jpg;https://pp.userapi.com/c840324/v840324846/1f3b9/jxMmq3KAK44.jpg;https://pp.userapi.com/c840324/v840324846/1f3ba/TU0KA06lNkY.jpg;https://pp.userapi.com/c840324/v840324846/1f3bb/g9fG8ZuUSWo.jpg;"<iframe src=""https://www.youtube.com/embed/NUUR9DH-MIQ"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
263;Дрыжанні;Tremors;Фільм, які даўно стаў класікай адразу ў двух жанрах - камедыя і жахі. Невялікае мястэчка пасярод пустэльні ў штаце Невада атакуюць невядомыя пачвары - вялізарныя чарвякі, якія палююць на людзей і жывёл наўпрост з-пад зямлі. Жыхары мястэчка павінны ратавацца, але як гэта зрабіць, калі нельга ступаць нагамі па зямлі?;1990;#kinakipa_жахі, #kinakipa_камедыя, #kinakipa_прыгоды, #kinakipa_агучка;https://www.kinopoisk.ru/film/18440/;http://www.imdb.com/title/tt0100814/;http://www.baravik.org/topic/1375/;Дрыжанні | Tremors | 1990 <br> <br>Фільм, які даўно стаў класікай адразу ў двух жанрах - камедыя і жахі. Невялікае мястэчка пасярод пустэльні ў штаце Невада атакуюць невядомыя пачвары - вялізарныя чарвякі, якія палююць на людзей і жывёл наўпрост з-пад зямлі. Жыхары мястэчка павінны ратавацца, але як гэта зрабіць, калі нельга ступаць нагамі па зямлі?<br><br>Беларуская агучка: <br>DVDRip: http://www.baravik.org/topic/1375/ (VO)<br><br>Пераклад і агучка: Аляксей Кухта.<br> <br>IMDb: http://www.imdb.com/title/tt0100814/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/tremors/<br>Kinopoisk: https://www.kinopoisk.ru/film/18440/ <br> <br>#kinakipa_жахі #kinakipa_камедыя #kinakipa_прыгоды #kinakipa_агучка;https://pp.userapi.com/c841125/v841125866/3940c/tK7e2r3BBGY.jpg;https://pp.userapi.com/c841125/v841125866/3940d/bppftqxrzXE.jpg;https://pp.userapi.com/c841125/v841125866/3940e/Ad7vHCfqXrE.jpg;https://pp.userapi.com/c841125/v841125866/3940f/6xOc9BZwefk.jpg;https://pp.userapi.com/c841125/v841125866/39410/cMEIhaXM4yU.jpg;https://pp.userapi.com/c841125/v841125866/39411/X3BzHk9qiZg.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-84384884&id=171449861&hash=903318ac6329c75d"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
264;Інспектар-недарэка;Inspecteur la Bavure;Малады паліцыянт-стажыст Мішэль Клеман нарадзіўся ў сям’і паліцыянтаў. Ягоны бацька прымушае сына даць прысягу, што той пойдзе шляхам бацькоў і таксама будзе служыць у паліцыі. Мішэль, вырашыўшы працягваць сямейную традыцыю, увесь час трапляе ў недарэчныя сітуацыі. Ён проста не прыстасаваны да паліцэйскай службы. Рэцыдывіст Марзіні ўціраецца ў давер да яго і выкрадае з яго дапамогаю журналістку Мары-Ан. Але недарэка не губляецца і ўступае ў двубой са злачынцам…;1980;#kinakipa_камедыя, #kinakipa_камедыя, #kinakipa_агучка;https://www.kinopoisk.ru/film/inspektor-razinya-1980-20911/;http://www.imdb.com/title/tt0080929/;https://baravik.org/topic/127/;Інспектар-недарэка | Inspecteur la Bavure | 1980<br><br>Малады паліцыянт-стажыст Мішэль Клеман нарадзіўся ў сям’і паліцыянтаў. Ягоны бацька прымушае сына даць прысягу, што той пойдзе шляхам бацькоў і таксама будзе служыць у паліцыі. Мішэль, вырашыўшы працягваць сямейную традыцыю, увесь час трапляе ў недарэчныя сітуацыі. Ён проста не прыстасаваны да паліцэйскай службы. Рэцыдывіст Марзіні ўціраецца ў давер да яго і выкрадае з яго дапамогаю журналістку Мары-Ан. Але недарэка не губляецца і ўступае ў двубой са злачынцам…<br><br>Беларуская агучка: https://baravik.org/topic/127/ (DVO) <br> <br>IMDb: http://www.imdb.com/title/tt0080929/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/inspecteur_la_bavure<br>Kinopoisk: https://www.kinopoisk.ru/film/inspektor-razinya-1980-20911/ <br> <br>#kinakipa_камедыя #kinakipa_камедыя #kinakipa_агучка;https://pp.userapi.com/c841125/v841125866/39402/1OGMJsppgCM.jpg;https://pp.userapi.com/c841125/v841125866/39403/EhqW9a4dNEk.jpg;https://pp.userapi.com/c841125/v841125866/39404/mF7mlRjBD1M.jpg;https://pp.userapi.com/c841125/v841125866/39405/8XPKg5fVY1c.jpg;https://pp.userapi.com/c841125/v841125866/39406/SYJKjwHcKrI.jpg;https://pp.userapi.com/c841125/v841125866/39407/LNCsXelVeWE.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-84384884&id=456239468&hash=c2eadbc43f1dd77f"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
265;Пінк Флойд: Сцяна;Pink Floyd The Wall;Усё змяшалася ў нумары нейкага лос-анджэлескага гатэля, у якім быў зачынены рок-музыкант Пінк - прастора і час, рэальнасць і кашмар. Кожная цагліна ў «Сцяне» - яго пачуцці, думкі, успаміны. Сюжэт фільма заснаваны на падвойным альбоме групы «Pink Floyd» - «The Wall», які 23 разы атрымліваў статус плацінавага і быў распрададзены па ўсім свеце агульным тыражом 11,7 мільёнаў асобнікаў.;1982;#беларускіясубцітры, #драма, #мюзікл;https://www.kinopoisk.ru/film/stena-1982-23712/;http://www.imdb.com/title/tt0084503/;https://baravik.org/post/8135/;Пінк Флойд: Сцяна | Pink Floyd The Wall | 1982<br><br>#беларускіясубцітры@kinakipa<br><br>Усё змяшалася ў нумары нейкага лос-анджэлескага гатэля, у якім быў зачынены рок-музыкант Пінк - прастора і час, рэальнасць і кашмар. Кожная цагліна ў «Сцяне» - яго пачуцці, думкі, успаміны. <br>Сюжэт фільма заснаваны на падвойным альбоме групы «Pink Floyd» - «The Wall», які 23 разы атрымліваў статус плацінавага і быў распрададзены па ўсім свеце агульным тыражом 11,7 мільёнаў асобнікаў.<br><br>Беларускія субцітры: <br>720p: https://baravik.org/post/8135/<br><br>Пераклад: [id7630170|Мар'яна Вітэра]<br><br>IMDB: http://www.imdb.com/title/tt0084503/<br>Rotten Tomattoes: https://www.rottentomatoes.com/m/pink_floyd_the_wall/<br>Kinopoisk: https://www.kinopoisk.ru/film/stena-1982-23712/<br><br>#драма@kinakipa #мюзікл@kinakipa;https://pp.userapi.com/c840434/v840434057/3338c/PlwHJWCs0vs.jpg;https://pp.userapi.com/c840434/v840434057/3338d/3Ojbz15RBdE.jpg;https://pp.userapi.com/c840434/v840434057/3338e/ChcQFOzHlPY.jpg;https://pp.userapi.com/c840434/v840434057/3338f/x8dCNzE8m0Y.jpg;https://pp.userapi.com/c840434/v840434057/33390/c4mpsGoPf3k.jpg;https://pp.userapi.com/c840434/v840434057/33391/3v8DctlTowI.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-31671521&id=171571828&hash=af79fc943e04d969"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
266;Госфард-Парк;Gosford Park;Брытанія, 1932 год. У маёнтак сэра Ўільяма МакКордла з’язджаюцца ягоныя сябры ды сваякі-арыстакраты з усяго наваколля, каб узяць удзел у традыцыйным паляванні на фазанаў. Гасцей суправаджаюць іхныя слугі, якія ўліваюцца ў шматлікі хатні персанал маёнтку. Ад сваіх тутэйшых калег яны паступова даведваюцца пра цёмную мінуўшчыну сваіх гаспадароў і пра тое, што стасункі між тымі, перадусім фінансавыя, не настолькі бясхмарныя, як здаецца. Аднак ці не ў кожнага з слуг таксама ёсць свая таямніца, якую яны хаваюць за каменнымі тварамі ды ветлівымі ўсмешкамі. У паветры лунае прадчуванне злачынства, за якім можа стаяць фактычна любы з прысутных...;2001;#драма, #камедыя, #дэтэктыў, #беларускаяагучка;https://www.kinopoisk.ru/film/gosford-park-2001-683/;http://www.imdb.com/title/tt0280707/;https://baravik.org/post/8157/;Госфард-Парк | Gosford Park | 2001<br><br>Брытанія, 1932 год. У маёнтак сэра Ўільяма МакКордла з’язджаюцца ягоныя сябры ды сваякі-арыстакраты з усяго наваколля, каб узяць удзел у традыцыйным паляванні на фазанаў. Гасцей суправаджаюць іхныя слугі, якія ўліваюцца ў шматлікі хатні персанал маёнтку. Ад сваіх тутэйшых калег яны паступова даведваюцца пра цёмную мінуўшчыну сваіх гаспадароў і пра тое, што стасункі між тымі, перадусім фінансавыя, не настолькі бясхмарныя, як здаецца. Аднак ці не ў кожнага з слуг таксама ёсць свая таямніца, якую яны хаваюць за каменнымі тварамі ды ветлівымі ўсмешкамі. У паветры лунае прадчуванне злачынства, за якім можа стаяць фактычна любы з прысутных...<br><br>Беларуская агучка: https://baravik.org/post/8157/ (DVO)<br><br>IMDb: http://www.imdb.com/title/tt0280707/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/gosford_park<br>Kinopoisk: https://www.kinopoisk.ru/film/gosford-park-2001-683/<br><br>#драма@kinakipa #камедыя@kinakipa #дэтэктыў@kinakipa #беларускаяагучка@kinakipa;https://pp.userapi.com/c831508/v831508897/9c50/im_e-buEBhk.jpg;https://pp.userapi.com/c831508/v831508897/9c51/z3wM8DrDgSk.jpg;https://pp.userapi.com/c831508/v831508897/9c52/NXLzOvHcC0w.jpg;https://pp.userapi.com/c831508/v831508897/9c53/aA3ZNGAAecM.jpg;https://pp.userapi.com/c831508/v831508897/9c54/qG_Tjy20ZAA.jpg;https://pp.userapi.com/c831508/v831508897/9c55/z0eMJWa7A5E.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-84384884&id=171259120&hash=a35f5c54bd0704df"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
267;Пад Кубрыка;Colour me Kubrick;Абсалютна нікому не вядомы Элан Конўэй доўгі час выдае сябе за аднаго з найвялікшых кінарэжысёраў усіх часоў – Стэнлі Кубрыка. Конўэй амаль нічога не ведае ні пра самога Стэнлі Кубрыка, ні пра ягоныя фільмы, аднак гэта не замінае яму ўваходзіць у давер да самых розных людзей, якія думаюць, што блізка пасябравалі з легендаю кінематографу. Конўэй абяцае паспрыяць іхнай кар’еры, здзейсніць запаветныя мары – і выцягвае з іх грошы, здабывае выгоды і ўвогуле атрымлівае ледзь не ўсё, што хоча. Гэта вясёлая і сумная, неверагодная і, тым не менш, сапраўдная гісторыя пра самазванца, генія ды імкненне да славы.;2005;#драма, #камедыя, #беларускаяагучка;https://www.kinopoisk.ru/film/51587/;http://www.imdb.com/title/tt0376543/;http://www.baravik.org/topic/950/;Пад Кубрыка | Colour me Kubrick | 2005<br><br>Абсалютна нікому не вядомы Элан Конўэй доўгі час выдае сябе за аднаго з найвялікшых кінарэжысёраў усіх часоў – Стэнлі Кубрыка. Конўэй амаль нічога не ведае ні пра самога Стэнлі Кубрыка, ні пра ягоныя фільмы, аднак гэта не замінае яму ўваходзіць у давер да самых розных людзей, якія думаюць, што блізка пасябравалі з легендаю кінематографу. Конўэй абяцае паспрыяць іхнай кар’еры, здзейсніць запаветныя мары – і выцягвае з іх грошы, здабывае выгоды і ўвогуле атрымлівае ледзь не ўсё, што хоча. Гэта вясёлая і сумная, неверагодная і, тым не менш, сапраўдная гісторыя пра самазванца, генія ды імкненне да славы.<br><br>Беларуская агучка: http://www.baravik.org/topic/950/ (DVO)<br><br>IMDb: http://www.imdb.com/title/tt0376543/<br>Rotten Tomatoes: https://www.rottentomatoes.com/m/colour_me_kubrick?<br>Кинопоиск: https://www.kinopoisk.ru/film/51587/<br><br>#драма@kinakipa #камедыя@kinakipa #беларускаяагучка@kinakipa;https://pp.userapi.com/c637131/v637131694/327fe/mgg976IGnKg.jpg;https://pp.userapi.com/c637131/v637131694/327ff/gdomhFd9q0c.jpg;https://pp.userapi.com/c637131/v637131694/32800/0RBZvi3uZlc.jpg;https://pp.userapi.com/c637131/v637131694/32801/eK3qGM_vgzg.jpg;https://pp.userapi.com/c637131/v637131694/32802/UgbHFjbXv7A.jpg;https://pp.userapi.com/c637131/v637131694/32803/e1RbrLwEprY.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-84384884&id=171228989&hash=f825c51afccd7140"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
270;Лэсі;Lassie;Напярэдадні 2-й сусветнай вайны для жыхароў шахцёрскага мястэчка ў Йоркшыры, дзе прыпынілася праца мясцовай шахты, надышлі цяжкія часы. Каб неяк выжыць, сям’я Караклоў вырашае прадаць свайго сабаку-колі Лэсі старому герцагу Радлінгу. Той адвозіць Лэсі ў свой шатландскі замак – за пяцьсот міляў ад Йоркшыра. Аднак сабака ўцякае ад герцага. Прайшоўшы праз мноства прыгодаў, колі ўрэшце дабіраецца да мястэчка і перад самым Божым Нараджэннем з’яўляецца на ганку дому Караклоў.;2005;#драма, #камедыя, #прыгодніцкіфільм, #беларускаяагучка;https://www.kinopoisk.ru/film/lessi-2005-180153/;http://www.imdb.com/title/tt0431213/;http://www.baravik.org/topic/294/;Лэсі | Lassie | 2005<br><br>Напярэдадні 2-й сусветнай вайны для жыхароў шахцёрскага мястэчка ў Йоркшыры, дзе прыпынілася праца мясцовай шахты, надышлі цяжкія часы. Каб неяк выжыць, сям’я Караклоў вырашае прадаць свайго сабаку-колі Лэсі старому герцагу Радлінгу. Той адвозіць Лэсі ў свой шатландскі замак – за пяцьсот міляў ад Йоркшыра. Аднак сабака ўцякае ад герцага. Прайшоўшы праз мноства прыгодаў, колі ўрэшце дабіраецца да мястэчка і перад самым Божым Нараджэннем з’яўляецца на ганку дому Караклоў.<br><br>Беларуская агучка: http://www.baravik.org/topic/294/ (DVO)<br><br>IMDb: http://www.imdb.com/title/tt0431213/ <br>Rotten Tomatoes: https://www.rottentomatoes.com/m/lassie/<br>Kinopoisk: https://www.kinopoisk.ru/film/lessi-2005-180153/<br><br>#драма@kinakipa #камедыя@kinakipa #прыгодніцкіфільм@kinakipa #беларускаяагучка@kinakipa;https://pp.userapi.com/c840635/v840635183/2d41a/gpBFOQECBbA.jpg;https://pp.userapi.com/c840635/v840635183/2d41b/Rm3qWiHF6Q4.jpg;https://pp.userapi.com/c840635/v840635183/2d41c/Hz47bLD9l_0.jpg;https://pp.userapi.com/c840635/v840635183/2d41d/NLse9U-SPxQ.jpg;https://pp.userapi.com/c840635/v840635183/2d41e/qZzNG8kA2l8.jpg;https://pp.userapi.com/c840635/v840635183/2d41f/JXhUr5lTNr0.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-94439418&id=171135353&hash=1f4110a181d7f1da"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
271;Падзенне;Der Untergang;Красавік 1945 года. У абложаным савецкімі войскамі Берліне пануе хаос. Кіраўніцтва Трэцяга Рэйху ў падземным бункеры пад райхсканцылярыяй з жахам назірае, як іхны фюрэр усё больш страчвае сувязь з рэчаіснасцю. Канец перадвызначаны, але на берлінскіх вуліцах працягвае ліцца кроў. Шмат каму з немцаў спатрэбяцца гады, каб асэнсаваць катастрофу, якую прынёс іх грамадству нацызм.;2004;#драма, #ваенны, #біяграфія, #гісторыя, #беларускаяагучка;https://www.kinopoisk.ru/film/bunker-2004-48246/;http://www.imdb.com/title/tt0363163/;https://baravik.org/topic/1424/, https://baravik.org/topic/1797/;Падзенне | Der Untergang | 2004<br><br>Красавік 1945 года. У абложаным савецкімі войскамі Берліне пануе хаос. Кіраўніцтва Трэцяга Рэйху ў падземным бункеры пад райхсканцылярыяй з жахам назірае, як іхны фюрэр усё больш страчвае сувязь з рэчаіснасцю. Канец перадвызначаны, але на берлінскіх вуліцах працягвае ліцца кроў. Шмат каму з немцаў спатрэбяцца гады, каб асэнсаваць катастрофу, якую прынёс іх грамадству нацызм.<br><br>Беларуская агучка: <br>SatRip: https://baravik.org/topic/1424/ (DVO)<br>720p: https://baravik.org/topic/1797/ (DVO)<br> <br>IMDb: http://www.imdb.com/title/tt0363163/<br>RottenTomatoes: https://www.rottentomatoes.com/m/downfall/<br> Kinopoisk: https://www.kinopoisk.ru/film/bunker-2004-48246/<br><br>#драма@kinakipa #ваенны@kinakipa #біяграфія@kinakipa #гісторыя@kinakipa #беларускаяагучка@kinakipa;https://pp.userapi.com/c840524/v840524871/2e330/5fSKSaEpABU.jpg;https://pp.userapi.com/c840524/v840524871/2e331/yRJyibzHLF0.jpg;https://pp.userapi.com/c840524/v840524871/2e332/MY3ctdKEr6A.jpg;https://pp.userapi.com/c840524/v840524871/2e333/CTFiCT8NQiE.jpg;https://pp.userapi.com/c840524/v840524871/2e334/zfsOCSiDXZo.jpg;https://pp.userapi.com/c840524/v840524871/2e335/QQStu7pUTYI.jpg;"<iframe src=""https://vk.com/video_ext.php?oid=-84384884&id=171162618&hash=3801c530d90fb676"" width=""480"" height=""270"" frameborder=""0"" allowfullscreen></iframe>"
